id,BIO_anno,class
79,O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O,0
80,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
81,B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O O,2
82,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,0
83,O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,0
84,B-COMMENTS_N I-COMMENTS_N O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O,2
85,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
86,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O,0
87,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O,2
88,B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O,0
89,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
90,O B-COMMENTS_N I-COMMENTS_N O O O O O,1
91,O O O B-PRODUCT I-PRODUCT I-PRODUCT O,0
92,B-BANK I-BANK O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,0
93,O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O,2
94,O O O O O O O O O B-BANK I-BANK O O O,2
95,B-PRODUCT I-PRODUCT B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O,2
96,O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
97,O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O,2
98,O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O,2
99,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O,1
100,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,0
101,B-BANK I-BANK O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,0
102,B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O O O,0
103,B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O,0
104,O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
105,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
106,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,0
107,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
108,B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
109,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
110,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,0
111,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O,0
112,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,0
113,O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O,0
114,O O O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O,1
115,B-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O,0
116,B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,1
117,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,0
118,B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O,0
119,O O O O O O O O O O O O O O O O O,2
120,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ,0
121,O O O O O O O O O O O O O O O O O O O O O O O O O,2
122,O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
123,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,0
124,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
125,O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ,0
126,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
127,O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,0
128,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O,0
129,O O O B-BANK I-BANK O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
130,B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,0
131,O O B-COMMENTS_N I-COMMENTS_N O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
132,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
133,O O B-COMMENTS_N I-COMMENTS_N O O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
134,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O,2
135,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O,2
136,B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT,0
137,O O O O O O O O O O O B-BANK I-BANK O O B-PRODUCT I-PRODUCT,0
138,O O O O O O O O O O O O O B-BANK I-BANK O,0
139,B-BANK I-BANK O O O,2
140,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
141,O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
142,B-PRODUCT I-PRODUCT O O O O O O O,0
143,O O O O O O,2
144,O O O O O O O O O O O O O O O O O,2
145,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O,0
146,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
147,O B-BANK I-BANK O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-PRODUCT I-PRODUCT O O O,0
148,B-BANK I-BANK O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O,2
149,B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N,0
150,B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
151,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-BANK I-BANK O O O O O O O O O,0
152,O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
153,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O,1
154,O O O O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
155,O O O O O O O O O O O O O O O O O,0
156,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
157,O O O O O O O O O O O O O O O O O O O O O,2
158,O O O O O O O O O O O O O O,0
159,O O O O O O O O O O O O O O,2
160,O O O O O O O O O O O O O O O O O O O O O O O,2
161,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,1
162,B-PRODUCT I-PRODUCT O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
163,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
164,O O O O O O O O O B-BANK I-BANK O O O O O,2
165,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,0
166,O O O O O O O O,0
167,O O O O O O O O O O B-PRODUCT I-PRODUCT,0
168,O O O O O O O O O O O,0
169,O O O O O O O O O O O O O O O O O O O,2
170,O O O O O O O O O O O O,2
171,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O,2
172,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
173,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2
174,B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
175,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ,0
176,O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O,2
177,O O O O O O O B-BANK I-BANK I-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
178,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,0
179,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O,2
180,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O,2
181,B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N,0
182,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
183,O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O,0
184,O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
185,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
186,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_N,2
187,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O,2
188,O O O O B-PRODUCT I-PRODUCT O O O O O O,2
189,O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
190,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,1
191,O O O O O O O O O O O O O O O O O,2
192,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
193,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,0
194,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O,2
195,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,0
196,O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
197,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N O O O O O,2
198,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
199,O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
200,O O O O O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT O O O O O O O,2
201,O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,0
202,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,0
203,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-BANK I-BANK O O O O,2
204,O O O O O O O O O O O O O O O O O O O,0
205,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,0
206,O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O O O O O,0
207,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,0
208,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT,2
