id,BIO_anno,class
80,O O O O O I-BANK B-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O O I-COMMENTS_N O O O O O O B-COMMENTS_N O O O,2
81,B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O I-PRODUCT O O O,2
82,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
83,O O O O O O O O O O O B-BANK I-BANK O O O O I-COMMENTS_ADJ I-COMMENTS_ADJ O,2
84,O O O O O O O O B-BANK I-BANK I-BANK I-BANK O B-COMMENTS_ADJ O O,2
85,B-PRODUCT I-PRODUCT O O O I-PRODUCT O O O O,2
86,O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-PRODUCT O O O O O,2
87,O O O O O O O B-PRODUCT O I-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT O B-COMMENTS_N O I-COMMENTS_N O O O O O O,2
88,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O,0
89,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O,2
89,O B-COMMENTS_N I-COMMENTS_N O O O O O,2
91,O O O B-PRODUCT I-PRODUCT O O,2
92,B-BANK I-BANK O O B-COMMENTS_ADJ O O O O O O O O O O O I-COMMENTS_N O O O O O O O O,2
93,O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O,1
94,O O O O O O O O O B-BANK I-BANK O O O,2
95,B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O I-COMMENTS_ADJ O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O,2
96,O O B-COMMENTS_ADJ O B-COMMENTS_ADJ O O O O O B-COMMENTS_N O O O O O O O O O O O O O O O O,2
97,O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O,2
98,O O O O I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O,2
99,O O O O O O O O O O O O O O O B-COMMENTS_N O B-BANK O I-PRODUCT O O O O O,2
100,B-BANK I-BANK O O O I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O I-BANK B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT O I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
101,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
102,B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ O I-COMMENTS_N O O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O O O,2
103,B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O,2
104,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
105,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O,2
106,B-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O,2
107,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
108,B-COMMENTS_ADJ O B-COMMENTS_ADJ O O O O,2
109,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
110,O O B-COMMENTS_ADJ O O O O O I-COMMENTS_ADJ O O,2
111,O O O O O O O O O O O B-COMMENTS_N O O O O O O O O O O O O O I-PRODUCT O O B-COMMENTS_ADJ O O O O O,2
112,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ O O I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O,0
113,O O O B-BANK O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O,2
114,O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O,1
114,O I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O,1
116,O I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
117,O O B-COMMENTS_ADJ O O O B-COMMENTS_ADJ O O O O O I-COMMENTS_N,2
118,B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O,2
119,O O B-COMMENTS_N O O O O O O O O O O O O O O,2
120,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
121,O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O,2
122,O I-COMMENTS_ADJ O O O B-PRODUCT O O O O,2
123,O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
124,O O O O O O O O O I-COMMENTS_ADJ O,2
125,O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ,2
126,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
127,O O O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
128,O I-PRODUCT I-PRODUCT I-PRODUCT O I-PRODUCT O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ,2
129,O O O B-BANK I-BANK O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
130,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O,2
131,O O O O O O B-COMMENTS_N O B-BANK I-BANK I-BANK I-BANK O B-PRODUCT B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O I-COMMENTS_ADJ O,2
132,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
133,O O O I-COMMENTS_N O O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O,2
134,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O I-COMMENTS_N O O O O O O O O O O O,2
135,O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O,2
136,O O B-BANK O O O O O O I-PRODUCT I-PRODUCT,2
137,O O O O O O O O O O O O I-BANK O O B-BANK O,2
138,O O O O O O O O O O O O O B-BANK I-BANK O,2
139,B-BANK I-BANK O O O,2
140,B-BANK O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT O,2
141,O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
142,B-PRODUCT I-PRODUCT O O O O O O O,0
143,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
144,O O O O O O O O O O O O O O O O O,2
145,O O O O O O O O O O O O O O O O O B-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O,2
146,O I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
147,O B-BANK I-BANK O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
148,B-BANK I-BANK O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O,2
149,O O B-BANK O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
150,B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O O O I-COMMENTS_ADJ O,2
151,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-BANK I-BANK O O O O O O O O O,2
152,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,0
153,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O,2
154,O O O O O B-PRODUCT I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
155,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,0
155,O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,0
157,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N,2
158,O O O O O O O O O O O B-COMMENTS_ADJ O O,2
159,O O O O O O O O O O O O O O,2
160,O I-BANK O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,2
161,O O O O O O O O O O O O O O O,2
162,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
163,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
164,O O O O O O O O O B-BANK I-BANK O O O O O,2
165,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
166,O O O O O O O O,2
167,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
168,O O O O O O O O O O O,1
169,B-PRODUCT I-PRODUCT B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ O O O O O O I-PRODUCT B-COMMENTS_N I-COMMENTS_N,2
170,O O O O O O O O O O B-COMMENTS_ADJ O,2
171,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O,2
172,O O O O O O O O O O O O O O O O O O O O O,2
173,O O O O O O O O O O B-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O,2
174,B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
175,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ,2
176,O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O,2
177,O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
178,O O O O O O O B-BANK O O O O O O O O O O O O O O O B-COMMENTS_N O,2
179,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-BANK I-BANK O O O O,2
180,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
180,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
182,O I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O,2
183,O O O O B-PRODUCT I-COMMENTS_N O I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N O O O O O O O O O O O O O O,2
184,O O O O O O O O O O O O O O O O O O O O O O O O O O O I-PRODUCT O O O,2
185,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O,2
186,O O O O B-PRODUCT I-PRODUCT O O O O I-COMMENTS_N O O I-PRODUCT O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N,2
187,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-BANK B-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O I-PRODUCT O O O O O O I-COMMENTS_N O O O O,2
188,O O O O O O O O O O O O,2
189,O O O O O B-PRODUCT I-PRODUCT O O O O I-PRODUCT B-PRODUCT O O O O O O,2
190,O O O O O O O O O I-PRODUCT,2
191,O O O O O O O I-COMMENTS_ADJ O O O O O O O O O,2
192,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
193,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
194,O O O O B-COMMENTS_ADJ B-COMMENTS_ADJ O O O O O O O O O O O O O O O I-PRODUCT O O O O B-COMMENTS_N O O,2
195,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
196,O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
197,O I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O,2
198,O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O,2
199,O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
200,O O O O O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O I-COMMENTS_N O O O O O B-COMMENTS_ADJ O O O O O O O I-PRODUCT O O O O O O O,2
201,O O O I-BANK I-BANK I-BANK O O O O O O O O O O O O O O,2
202,O O B-COMMENTS_N O O O B-PRODUCT O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
203,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-BANK I-BANK O O O O,2
204,O O O O O O O O O O O O O O O O I-COMMENTS_ADJ O O,2
205,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O I-COMMENTS_ADJ O O O O,2
206,O O O O O O O O O O O O O O,2
207,B-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ O,2
208,O I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O I-COMMENTS_N O O O O,2
209,O O O O O O O O O O O I-COMMENTS_N O O O O O,2
210,O O O O O O O O O O O O O B-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
211,O O O O B-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
212,O O O O O O O O O O O O O O O I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,0
213,O B-BANK I-BANK O O O O O O O O O O O O O O O O O O B-BANK O O O O O O O O O O I-BANK O O O O O O,2
214,O O O O O O O O O I-COMMENTS_N O O O,2
215,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O,0
216,O O O B-COMMENTS_N O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O,2
217,O O O O O I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O,2
218,O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_N,2
219,O O O O O O B-COMMENTS_ADJ O,2
220,O O O O O O B-BANK I-BANK O B-BANK I-BANK O O,2
221,O O I-COMMENTS_ADJ O O O O O O O O O O O O,2
221,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O I-COMMENTS_ADJ O I-COMMENTS_N B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2
223,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
224,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
225,O O O O I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
226,O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
227,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2
228,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O,2
229,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O,2
